OBJECTID,ctyua17cd,ctyua17nm,Shape_Leng,Shape_Area,AdultCount,AdultWeekl,AWSD,AWSDCat,AdultMonth,AMSD,AMSDCat,AdultINever,ANSD,ANSDCat,AdultInfreq,AISD,AISDCat,ChildCount,ChildWeekl,ChildMonth,ChildNever
63,E06000057,Northumberland,570817.095,5026317325,301,0.661374296,1.020568466,>1,0.804422182,0.556472304,>0,0.091597465,-0.019712397,<0,0.103980353,-0.883082922,<0,85,0.684814245,0.746171451,0.253828549
20,E06000018,Nottingham,58019.25703,74601634.81,610,0.573791839,0.062861082,>0,0.747229089,-0.228655565,<0,0.1110779,0.427825669,>0,0.14169301,-0.043751822,<0,221,0.679609642,0.719866559,0.280133441
109,E10000024,Nottinghamshire,377656.7461,2084772071,1244,0.598078369,0.328432407,>0,0.788218468,0.334033076,>0,0.068429051,-0.551977061,<0,0.143352481,-0.006818715,<0,243,0.707656095,0.791360976,0.208639024
58,E08000004,Oldham,69705.05007,142343448.1,431,0.449857313,-1.292353361,< 1,0.659988827,-1.426261035,< 1,0.144757291,1.201566579,>1,0.195253883,1.148296418,>1,124,0.643643079,0.768821163,0.231178837
110,E10000025,Oxfordshire,402035.5687,2605876672,730,0.669252906,1.106720457,>1,0.848733858,1.16476834,>1,0.070006604,-0.5157348,<0,0.081259538,-1.388756299,< 1,104,0.726338072,0.78223016,0.21776984
37,E06000031,Peterborough,111019.5312,343423850.8,420,0.587978978,0.217996348,>0,0.792586095,0.393990415,>0,0.037036565,-1.273179256,< 1,0.17037734,0.594645261,>0,97,0.75819929,0.836081481,0.163918519
34,E06000026,Plymouth,89647.066,79840318.05,631,0.661021213,1.016707531,>1,0.836511151,0.99697906,>0,0.081515593,-0.251330505,<0,0.081973256,-1.372871825,< 1,128,0.78241808,0.830517092,0.169482908
35,E06000029,Poole,71418.83913,64745074.85,35,0.668073301,1.093821567,>1,0.836618794,0.998456747,>0,0.034089921,-1.340874631,< 1,0.129291285,-0.319764024,<0,21,0.613320325,0.700908362,0.299091638
48,E06000044,Portsmouth,58738.33633,40359257.95,694,0.636868421,0.752598621,>0,0.863338736,1.365259276,>1,0.040793459,-1.186869423,< 1,0.095867806,-1.063635381,< 1,182,0.755734304,0.851364131,0.148635869
43,E06000038,Reading,38608.30547,40384392.87,231,0.445521287,-1.33976747,< 1,0.740274217,-0.324129749,<0,0.132452953,0.918890159,>0,0.12727283,-0.364686662,<0,56,0.497595381,0.653305955,0.346694045
146,E09000026,Redbridge,47710.24444,56412286.59,1098,0.411784005,-1.708682036,< 1,0.699312994,-0.886431874,<0,0.109132442,0.383131261,>0,0.191554565,1.065964573,>1,500,0.41070552,0.803215033,0.196784967
3,E06000003,Redcar and Cleveland,96189.66071,244838828.2,726,0.621243916,0.581745869,>0,0.76087187,-0.041371979,<0,0.150975481,1.344421537,>1,0.088152649,-1.235343548,< 1,146,0.775360399,0.775360399,0.224639601
148,E09000027,Richmond upon Thames,66477.44687,57366683,204,0.683140984,1.258585514,>1,0.83648918,0.996677449,>0,0.058544754,-0.779056136,<0,0.104966067,-0.861144918,<0,34,0.865712138,0.865712138,0.134287862
70,E08000005,Rochdale,81291.27634,158161475.7,225,0.537939473,-0.329181763,<0,0.78099261,0.234838887,>0,0.054587174,-0.869976472,<0,0.164420216,0.462063793,>0,60,0.619366178,0.7538811,0.2461189
97,E08000018,Rotherham,103580.6281,286456445.7,422,0.516296887,-0.565841765,<0,0.714719777,-0.674932651,<0,0.110964514,0.425220771,>0,0.174315709,0.682297414,>0,122,0.601035669,0.683642868,0.316357132
19,E06000017,Rutland,120282.4322,393743420.7,29,,,,,,,,,,,,,,,,
71,E08000006,Salford,62397.59038,97158283.15,357,0.477416073,-0.991000455,<0,0.682295032,-1.120048829,< 1,0.09588901,0.078880358,>0,0.221815958,1.739460695,>1,85,0.668246214,0.748769628,0.251230372
119,E08000028,Sandwell,57936.42664,85597166.07,409,0.428958115,-1.520884473,< 1,0.645589478,-1.623930537,< 1,0.174164277,1.877154452,>1,0.180246245,0.814287141,>0,123,0.54515064,0.636462345,0.363537655
84,E08000014,Sefton,117051.5864,154939762.9,646,0.609554787,0.453926149,>0,0.767327122,0.047243586,>0,0.064768342,-0.636077166,<0,0.167904536,0.539610653,>0,133,0.632114535,0.723050681,0.276949319
101,E08000019,Sheffield,129225.5138,367862436.5,604,0.478240565,-0.981984699,<0,0.732483218,-0.431082007,<0,0.093207263,0.017270652,>0,0.174309519,0.68215965,>0,107,0.72346735,0.761410751,0.238589249
54,E06000051,Shropshire,559542.2747,3197310397,739,0.69153834,1.350409951,>1,0.861144599,1.335138888,>1,0.046076628,-1.065495376,< 1,0.092778773,-1.132384753,< 1,184,0.816592347,0.884131575,0.115868425
32,E06000039,Slough,43305.91129,32538450.31,555,0.478911111,-0.97465233,<0,0.754929412,-0.122948077,<0,0.052094194,-0.927249498,<0,0.192976394,1.097608731,>1,151,0.726771218,0.811219636,0.188780364
121,E08000029,Solihull,98745.63776,178280176.9,277,0.463425591,-1.143985292,< 1,0.714807712,-0.673725508,<0,0.096552711,0.094128039,>0,0.188639577,1.001088738,>1,66,0.80009024,0.843132368,0.156867632
111,E10000027,Somerset,514657.7858,3452095232,1386,0.714784796,1.604608147,>1,0.831344078,0.92604719,>0,0.080167815,-0.28229398,<0,0.088488107,-1.227877611,< 1,329,0.778995561,0.851249725,0.148750275
31,E06000025,South Gloucestershire,138672.5545,496933994.4,777,0.625162488,0.62459515,>0,0.827982472,0.879900174,>0,0.060566202,-0.732615955,<0,0.111451325,-0.716809324,<0,183,0.676349537,0.740238214,0.259761786
89,E08000023,South Tyneside,49187.33218,64415615.32,119,0.621795481,0.58777719,>0,0.776155464,0.168436146,>0,0.103614109,0.256354622,>0,0.120230428,-0.521422026,<0,27,0.85256091,0.965901796,0.034098204
49,E06000045,Southampton,57238.12603,49918106.81,311,0.670534151,1.120730771,>1,0.871366322,1.475459322,>1,0.040577816,-1.191823545,< 1,0.088055862,-1.237497635,< 1,88,0.940318496,0.959702522,0.040297478
26,E06000033,Southend-on-Sea,42064.69956,41751922.2,80,0.517888296,-0.548439831,<0,0.869061589,1.443820709,>1,0.054223243,-0.878337321,<0,0.076715167,-1.489895603,< 1,14,0.71182737,0.853515737,0.146484263
149,E09000028,Southwark,33260.12714,28845353.23,782,0.538568687,-0.322301357,<0,0.71157065,-0.718162825,<0,0.131805769,0.904021935,>0,0.156623581,0.288542255,>0,218,0.686757314,0.776617208,0.223382792
81,E08000013,St. Helens,74993.97118,136413423.8,494,0.533395101,-0.378874119,<0,0.684100457,-1.095264551,< 1,0.097728436,0.121138816,>0,0.218171108,1.658341087,>1,99,0.679994458,0.724423669,0.275576331
112,E10000028,Staffordshire,488693.8545,2623302981,1771,0.59876326,0.335921637,>0,0.785449597,0.29602293,>0,0.068339368,-0.554037413,<0,0.146211035,0.056801127,>0,365,0.70537707,0.807590567,0.192409433
